CustomerID,Recency,Frequency,Monetary,R,F,M,RFM_Score,Cluster
12744.0,52,229,9120.39,2,4,4,10,4
12747.0,2,103,4196.01,4,4,4,12,1
12748.0,1,4642,29072.1,4,4,4,12,1
12749.0,4,231,3868.2,4,4,4,12,1
12750.0,129,15,275.88,2,1,1,4,4
12752.0,81,53,4366.78,2,3,4,9,4
12753.0,4,230,21024.01,4,4,4,12,1
12754.0,236,65,2949.12,1,3,4,8,2
12755.0,250,6,2203.2,1,1,4,6,3
12756.0,87,4,112.07999999999998,2,1,1,4,4
12757.0,16,377,4227.7,4,4,4,12,1
12758.0,117,97,2791.59,2,3,4,9,4
12759.0,52,95,1531.44,2,3,3,8,4
12762.0,8,69,1898.52,4,3,4,11,1
12763.0,138,18,494.08,2,2,2,6,2
12764.0,317,45,1693.88,1,3,4,8,3
12766.0,4,310,6989.63,4,4,4,12,1
12769.0,239,32,1143.6,1,2,3,6,2
12770.0,211,12,1351.45,1,1,3,5,2
12772.0,60,55,892.47,2,3,3,8,4
12775.0,17,67,1351.24,4,3,3,10,1
12778.0,20,51,804.23,3,3,3,9,1
12779.0,21,159,3868.7,3,4,4,11,1
12781.0,21,30,707.72,3,2,3,8,1
12782.0,5,107,2273.32,4,4,4,12,1
12783.0,2,86,1603.87,4,3,3,10,1
12784.0,9,59,574.42,4,3,2,9,1
12785.0,3,15,305.71,4,1,2,7,1
12787.0,10,20,463.66,4,2,2,8,1
12789.0,65,4,91.85,2,1,1,4,4
12790.0,192,21,324.92,1,2,2,5,2
12791.0,374,2,192.60000000000002,1,1,1,3,3
12792.0,257,25,400.53999999999996,1,2,2,5,3
12793.0,335,24,545.48,1,2,2,5,3
12794.0,53,45,860.41,2,3,3,8,4
12795.0,19,14,430.48,3,1,2,6,1
12797.0,360,17,194.18,1,1,1,3,3
12798.0,10,8,6977.04,4,1,4,9,1
12802.0,184,26,412.58,1,2,2,5,2
12808.0,37,28,483.65000000000003,3,2,2,7,1
12809.0,168,26,484.36,1,2,2,5,2
12811.0,261,31,514.85,1,2,2,5,3
12812.0,45,15,229.64000000000001,3,1,1,5,1
12814.0,102,2,125.92,2,1,1,4,4
12815.0,148,47,1063.46,1,3,3,7,2
12816.0,96,29,572.2,2,2,2,6,4
12817.0,281,4,166.04,1,1,1,3,3
12818.0,178,16,1517.88,1,1,3,5,2
12820.0,3,59,942.34,4,3,3,10,1
12821.0,214,6,92.72,1,1,1,3,2
12822.0,71,47,918.98,2,3,3,8,4
12823.0,75,5,1759.5,2,1,4,7,4
12824.0,60,25,397.12,2,2,2,6,4
12826.0,3,94,1468.1200000000001,4,3,3,10,1
12827.0,6,25,430.15000000000003,4,2,2,8,1
12828.0,3,56,1018.71,4,3,3,10,1
12829.0,322,12,253.05,1,1,1,3,3
12830.0,38,39,6748.4,3,2,4,9,1
12831.0,262,9,215.05,1,1,1,3,3
12832.0,32,27,383.03,3,2,2,7,1
12833.0,145,24,417.38,1,2,2,5,2
12834.0,283,18,312.38,1,2,2,5,3
12836.0,59,175,2612.86,2,4,4,10,4
12837.0,173,12,134.1,1,1,1,3,2
12838.0,34,123,683.13,3,4,3,10,1
12839.0,3,316,5583.62,4,4,4,12,1
12840.0,144,116,2714.27,1,4,4,9,2
12841.0,5,439,3876.4,4,4,4,12,1
12842.0,70,34,1118.99,2,2,3,7,4
12843.0,66,108,1680.76,2,4,4,10,4
12844.0,29,52,325.96000000000004,3,3,2,8,1
12845.0,267,27,354.09,1,2,2,5,3
12847.0,22,91,871.54,3,3,3,9,1
12849.0,31,51,1050.8899999999999,3,3,3,9,1
12851.0,97,50,135.18,2,3,1,6,4
12852.0,290,20,299.75,1,2,2,5,3
12853.0,108,84,1881.7,2,3,4,9,4
12854.0,79,115,1289.15,2,4,3,9,4
12855.0,373,3,38.1,1,1,1,3,3
12856.0,8,317,2162.68,4,4,4,12,1
12857.0,211,46,1106.4,1,3,3,7,2
12863.0,52,6,504.2,2,1,2,5,4
12864.0,138,3,147.12,2,1,1,4,2
12865.0,26,96,1548.07,3,3,3,9,1
12866.0,283,26,559.12,1,2,2,5,3
12867.0,26,551,3986.22,3,4,4,11,1
12868.0,186,107,1607.0600000000002,1,4,3,8,2
12870.0,366,2,-14.899999999999999,1,1,1,3,3
12871.0,84,11,380.64,2,1,2,5,4
12872.0,327,66,599.97,1,3,2,6,3
12873.0,282,4,374.0,1,1,2,4,3
12875.0,143,2,343.2300000000001,2,1,2,5,2
12876.0,58,85,2218.02,2,3,4,9,4
12877.0,4,154,1535.77,4,4,3,11,1
12878.0,18,49,841.64,3,3,3,9,1
12879.0,45,12,552.5699999999999,3,1,2,6,1
12881.0,276,7,298.0,1,1,2,4,3
12882.0,9,13,1463.04,4,1,3,8,1
12883.0,25,42,703.47,3,2,3,8,1
12884.0,88,7,309.05,2,1,2,5,4
12885.0,63,72,1158.27,2,3,3,8,4
12886.0,68,86,1351.09,2,3,3,8,4
12888.0,214,7,313.77,1,1,2,4,2
12890.0,24,82,380.46999999999997,3,3,2,8,1
12891.0,186,3,331.0,1,1,2,4,2
12893.0,31,34,188.14,3,2,1,6,1
12895.0,42,24,347.3,3,2,2,7,1
12897.0,205,4,216.5,1,1,1,3,2
12901.0,9,125,16293.1,4,4,4,12,1
12902.0,265,10,138.68,1,1,1,3,3
12904.0,18,72,509.58,3,3,2,8,1
12906.0,12,63,2919.81,4,3,4,11,1
12908.0,59,4,246.0,2,1,1,4,4
12909.0,40,96,2128.83,3,3,4,10,1
12910.0,23,75,3075.04,3,3,4,10,1
12912.0,3,24,1662.3,4,2,4,10,1
12913.0,5,50,2483.63,4,3,4,11,1
12915.0,149,22,363.65,1,2,2,5,2
12916.0,139,109,2982.35,2,4,4,10,2
12917.0,128,2,594.0,2,1,2,5,4
12919.0,8,52,1301.44,4,3,3,10,1
12920.0,17,28,164.23,4,2,1,7,1
12921.0,4,741,16389.74,4,4,4,12,1
12922.0,161,28,405.38,1,2,2,5,2
12923.0,64,29,176.97,2,2,1,5,4
12924.0,88,31,929.95,2,2,3,7,4
12925.0,5,45,694.05,4,3,3,10,1
12928.0,35,84,2062.7000000000003,3,3,4,10,1
12929.0,122,9,105.1,2,1,1,4,4
12930.0,78,27,409.9,2,2,2,6,4
12931.0,22,102,33462.81,3,3,4,10,1
12933.0,24,107,606.28,3,4,2,9,1
12935.0,2,130,2156.45,4,4,4,12,1
12936.0,17,63,1012.9,4,3,3,10,1
12937.0,15,120,1504.27,4,4,3,11,1
12938.0,26,9,114.14,3,1,1,5,1
12939.0,64,47,11581.8,2,3,4,9,4
12940.0,46,103,876.29,3,4,3,10,1
12942.0,131,75,683.9,2,3,3,8,4
12943.0,301,1,-3.75,1,1,1,3,3
12944.0,36,30,604.51,3,2,2,7,1
12945.0,288,23,462.95,1,2,2,5,3
12947.0,144,103,1407.29,1,4,3,8,2
12948.0,16,118,2053.7,4,4,4,12,1
12949.0,31,219,4143.02,3,4,4,11,1
12950.0,2,23,1843.0,4,2,4,10,1
12951.0,9,65,1042.07,4,3,3,10,1
12952.0,6,80,1382.8400000000001,4,3,3,10,1
12953.0,10,17,329.85,4,1,2,7,1
12955.0,1,183,4734.26,4,4,4,12,1
12956.0,306,19,108.07,1,2,1,4,3
12957.0,4,244,3979.04,4,4,4,12,1
12962.0,7,16,266.39,4,1,1,6,1
12963.0,8,96,1841.03,4,3,4,11,1
12965.0,89,109,771.91,2,4,3,9,4
12966.0,10,10,160.18,4,1,1,6,1
12967.0,3,33,1194.75,4,2,3,9,1
12968.0,112,5,135.95,2,1,1,4,4
12970.0,7,151,452.24,4,4,2,10,1
12971.0,4,308,10930.26,4,4,4,12,1
12974.0,198,8,144.8,1,1,1,3,2
12976.0,212,22,738.6,1,2,3,6,2
12977.0,156,9,39.239999999999995,1,1,1,3,2
12980.0,156,24,7092.06,1,2,4,7,2
12981.0,30,20,372.21999999999997,3,2,2,7,1
12982.0,240,34,377.2,1,2,2,5,2
12984.0,19,4,97.5,3,1,1,5,1
12985.0,1,78,1215.6200000000001,4,3,3,10,1
12987.0,74,30,545.0,2,2,2,6,4
12988.0,292,92,535.32,1,3,2,6,3
12989.0,3,68,6854.51,4,3,4,11,1
12990.0,31,13,409.5,3,1,2,6,1
12991.0,23,31,503.76,3,2,2,7,1
12993.0,23,27,414.76,3,2,2,7,1
12994.0,4,73,902.22,4,3,3,10,1
12995.0,78,5,200.72,2,1,1,4,4
12997.0,22,67,1197.94,3,3,3,9,1
12999.0,196,28,455.88,1,2,2,5,2
13000.0,107,31,534.85,2,2,2,6,4
13001.0,4,342,9797.92,4,4,4,12,1
13002.0,318,7,120.94999999999999,1,1,1,3,3
13003.0,106,6,149.05,2,1,1,4,4
13004.0,12,409,5613.43,4,4,4,12,1
13005.0,174,29,468.95,1,2,2,5,2
13006.0,56,4,81.57,2,1,1,4,4
13008.0,323,15,178.46999999999997,1,1,1,3,3
13011.0,372,3,50.550000000000004,1,1,1,3,3
13012.0,9,107,1311.6200000000001,4,4,3,11,1
13013.0,1,222,4786.99,4,4,4,12,1
13014.0,3,124,3365.43,4,4,4,12,1
13015.0,53,176,3346.28,2,4,4,10,4
13016.0,73,47,789.89,2,3,3,8,4
13017.0,7,1,204.0,4,1,1,6,1
13018.0,16,459,7272.75,4,4,4,12,1
13021.0,4,134,2584.4,4,4,4,12,1
13023.0,64,40,689.9,2,2,3,7,4
13026.0,1,43,936.15,4,3,3,10,1
13027.0,114,26,6912.0,2,2,4,8,4
13028.0,23,47,659.68,3,3,3,9,1
13029.0,31,10,1247.5,3,1,3,7,1
13030.0,11,99,799.48,4,3,3,10,1
13032.0,39,75,996.52,3,3,3,9,1
13033.0,357,11,190.55,1,1,1,3,3
13034.0,55,37,642.77,2,2,2,6,4
13035.0,58,30,886.63,2,2,3,7,4
13037.0,138,48,881.07,2,3,3,8,2
13038.0,80,28,908.46,2,2,3,7,4
13040.0,9,43,676.99,4,3,3,10,1
13043.0,254,14,471.57,1,1,2,4,3
13044.0,291,33,560.47,1,2,2,5,3
13045.0,99,18,305.28000000000003,2,2,2,6,4
13046.0,31,35,629.31,3,2,2,7,1
13047.0,32,196,3079.1,3,4,4,11,1
13048.0,14,137,1805.91,4,4,4,12,1
13049.0,64,14,656.6800000000001,2,1,3,6,4
13050.0,9,422,5684.61,4,4,4,12,1
13052.0,212,18,348.15000000000003,1,2,2,5,2
13055.0,64,78,1201.96,2,3,3,8,4
13058.0,25,8,271.40000000000003,3,1,1,5,1
13059.0,250,8,183.4,1,1,1,3,3
13060.0,254,15,307.53,1,1,2,4,3
13061.0,72,10,248.61,2,1,1,4,4
13062.0,191,11,346.98,1,1,2,4,2
13064.0,13,69,1119.49,4,3,3,10,1
13065.0,373,14,205.86,1,1,1,3,3
13066.0,24,49,430.9,3,3,2,8,1
13067.0,82,15,115.46000000000001,2,1,1,4,4
13068.0,10,2,344.0,4,1,2,7,1
13069.0,1,470,3717.82,4,4,4,12,1
13070.0,192,9,228.8,1,1,1,3,2
13072.0,267,7,177.15,1,1,1,3,3
13075.0,130,22,919.61,2,2,3,7,4
13077.0,1,112,729.27,4,4,3,11,1
13078.0,1,380,12432.28,4,4,4,12,1
13079.0,4,6,220.10000000000002,4,1,1,6,1
13080.0,179,6,58.08,1,1,1,3,2
13081.0,1,1061,27964.48,4,4,4,12,1
13082.0,126,75,3595.48,2,3,4,9,4
13083.0,4,18,303.75,4,2,2,8,1
13085.0,158,29,272.38,1,2,1,4,2
13089.0,3,1857,57385.88,4,4,4,12,1
13090.0,9,161,8689.39,4,4,4,12,1
13091.0,21,24,319.82,3,2,2,7,1
13092.0,71,26,459.83,2,2,2,6,4
13093.0,267,170,7741.47,1,4,4,9,3
13094.0,21,30,1708.8600000000001,3,2,4,9,1
13095.0,71,6,74.39999999999999,2,1,1,4,4
13097.0,33,437,5893.32,3,4,4,11,1
13098.0,1,605,28658.88,4,4,4,12,1
13099.0,99,1,207.35999999999999,2,1,1,4,4
13101.0,234,8,101.19,1,1,1,3,2
13102.0,1,310,6336.29,4,4,4,12,1
13103.0,40,8,243.94,3,1,1,5,1
